occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY
13905,2,4,2,6,2,47,1,1,52,2,2,40.0,2,2,2,1,2,2,2,2,2,2,1,3,737.513,1
13906,8,6,2,1,2,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,4,1706.1253,2
13907,8,3,1,1,2,47,1,1,52,7,1,70.0,1,2,2,2,2,2,2,2,2,2,1,3,913.3768,1
13908,10,7,2,3,2,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,929.6578,1
13909,2,3,1,1,6,48,1,1,52,1,2,40.0,1,2,1,1,2,2,2,2,2,6,1,7,2263.7397,1
13910,7,5,2,1,2,10,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,569.362,3
13911,6,7,2,1,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,2,698.5052,1
13912,4,4,2,1,2,59,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,3,2,1479.259,2
13913,10,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,2,1511.6784,1
13914,5,7,2,3,1,59,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,824.5583,2
13915,6,3,2,1,4,48,1,4,52,7,6,12.0,6,6,6,6,6,6,6,6,6,4,1,2,1455.4926,1
13916,10,5,1,2,3,35,1,2,36,8,6,75.0,6,6,6,6,6,6,6,6,6,1,1,5,626.1507,3
13917,10,1,2,6,5,35,1,3,16,2,6,40.0,2,2,1,2,2,2,2,2,2,6,1,1,12668.1738,1
13918,5,6,2,3,3,46,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,389.3556,1
13919,6,3,1,1,4,35,1,1,52,4,1,56.0,1,2,2,2,2,2,2,2,2,6,3,5,1938.7291,1
13920,3,4,2,1,4,13,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,1097.2248,1
13921,3,5,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1347.3602,1
13922,8,4,2,5,1,24,1,1,52,95,2,50.0,1,2,2,2,1,2,2,2,2,7,3,7,567.6698,1
13923,3,4,2,4,3,35,1,1,52,5,2,48.0,2,2,1,2,2,2,2,2,2,4,1,3,2357.0361,1
13924,7,6,2,6,1,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,128.4374,2
13925,2,6,1,1,2,10,1,5,1,6,6,5.0,6,6,6,6,6,6,6,6,6,7,1,4,555.8311,1
13926,11,3,1,6,2,13,1,1,52,8,2,50.0,1,2,2,2,2,2,2,2,2,4,3,2,346.5521,1
13927,2,6,1,4,5,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,2,4365.5436,1
13928,4,7,1,1,2,46,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,1,222.9884,3
13929,7,7,2,1,2,24,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,8,1,2005.3166,3
13930,12,4,1,1,3,13,1,1,52,3,2,45.0,1,2,2,2,2,2,2,2,2,6,1,5,1077.1661,1
13931,11,5,2,2,2,46,2,5,16,5,6,40.0,6,6,6,6,6,6,6,6,6,6,1,7,185.5082,1
13932,2,6,2,1,2,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,229.7271,1
13933,10,5,1,6,1,35,2,1,52,5,2,37.5,1,2,2,2,2,2,2,2,2,2,1,3,665.5652,1
13934,12,3,1,1,3,35,1,1,52,5,2,37.5,7,7,7,7,7,7,7,7,7,6,3,4,4054.5401,1
13935,3,5,1,5,1,59,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,290.3747,1
13936,2,3,2,1,4,59,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,7,3,5,1284.1116,1
13937,8,3,2,2,3,12,1,1,52,7,2,30.0,2,2,1,2,2,2,2,2,2,4,1,4,1310.8224,1
13938,4,5,2,1,2,59,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,1791.3715,1
13939,8,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,2,2,852.0796,1
13940,1,7,1,1,3,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,5116.3283,1
13941,4,6,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,2,758.618,1
13942,4,3,2,1,3,10,2,1,52,5,2,50.0,6,6,6,6,6,6,6,6,6,7,3,3,341.6718,2
13943,5,1,2,6,2,24,1,1,52,7,2,30.0,1,2,2,2,2,2,2,2,2,2,3,1,2706.1445,1
13944,6,5,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,1408.2274,2
13945,10,5,1,1,2,10,1,1,52,3,2,55.0,1,2,2,2,2,2,2,2,2,6,1,7,325.2331,1
13946,7,2,2,2,3,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,2661.4898,1
13947,12,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,2,1189.4619,1
13948,2,3,1,1,6,35,1,1,52,2,2,37.5,2,1,2,2,2,2,2,2,2,6,1,3,2035.7364,2
13949,5,4,1,6,1,35,1,2,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,9,1,1198.6952,3
13950,4,5,2,1,2,47,1,5,16,6,6,70.0,6,6,6,6,6,6,6,6,6,1,1,2,352.5258,1
13951,7,3,2,1,4,13,1,1,52,5,2,40.0,1,2,2,2,2,2,2,2,2,6,3,4,686.9685,2
13952,5,6,1,4,1,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,3,1,190.6259,3
13953,3,1,1,6,3,48,1,3,20,2,6,12.0,1,2,2,2,2,2,2,2,2,4,1,1,4417.7483,1
13954,2,7,1,5,1,12,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,3,602.5991,1
13955,7,5,2,5,1,24,1,1,52,2,2,35.0,6,6,6,6,6,6,6,6,6,2,2,7,393.9175,2
13956,7,1,2,6,2,35,1,1,20,5,2,42.0,1,2,2,2,2,2,2,2,2,4,1,1,3471.0204,1
13957,4,6,1,5,1,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,3,2,370.7728,2
13958,3,6,1,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,2,1016.4027,1
13959,10,5,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,962.7221,1
13960,10,5,2,1,2,59,2,1,12,7,2,22.0,1,2,2,2,2,2,2,2,2,2,1,1,1880.3702,1
13961,4,7,2,1,2,24,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,1591.7901,1
13962,12,6,2,6,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,1131.588,1
13963,9,1,2,6,6,47,1,3,36,6,6,1.0,2,2,1,2,2,2,2,2,2,1,1,1,931.5976,1
13964,10,2,1,1,4,46,2,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,3,1633.6103,1
13965,1,5,1,4,1,48,1,1,52,8,2,50.0,1,2,2,2,2,2,2,2,2,3,3,6,900.0827,2
13966,7,5,1,1,2,24,1,1,52,7,2,50.0,1,2,2,2,2,2,2,2,2,4,3,7,2486.2854,2
13967,6,6,2,1,2,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,636.136,3
13968,2,5,2,4,2,35,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,4,1107.3007,1
13969,10,4,2,1,3,59,2,1,52,98,2,40.0,1,2,2,2,2,2,2,2,2,4,1,5,3283.0002,2
13970,4,5,1,1,2,47,1,1,52,8,2,35.0,2,2,2,2,2,2,2,1,2,1,1,3,524.3141,1
13971,8,3,2,6,2,24,1,6,52,4,6,40.0,6,6,6,6,6,6,6,6,6,4,3,2,1996.3597,2
13972,11,5,1,6,1,35,1,1,52,3,2,50.0,1,2,2,2,2,2,2,2,2,2,1,3,1705.4172,1
13973,4,2,1,6,1,35,1,1,52,2,2,50.0,2,2,2,1,2,2,2,2,2,6,1,4,1565.9133,1
13974,4,2,2,2,4,46,1,1,52,7,2,35.0,1,2,2,2,2,2,2,2,2,2,1,1,384.279,3
13975,8,4,2,1,3,35,1,1,52,2,1,38.0,1,2,2,2,2,2,2,2,2,4,1,1,3013.3798,2
13976,7,5,1,4,1,24,2,1,52,9,2,40.0,1,2,2,2,2,2,2,2,2,1,3,2,1260.2217,1
13977,4,5,1,1,2,10,2,1,52,8,2,55.0,1,2,2,2,2,2,2,2,2,1,1,3,510.03,2
13978,1,7,2,3,1,13,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,284.4452,1
13979,10,4,2,1,3,24,1,1,52,4,2,33.0,1,2,2,2,2,2,2,2,2,4,2,2,2521.3072,1
13980,1,6,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,3,3,578.3626,1
13981,1,5,1,1,4,10,2,1,10,8,2,75.0,1,2,2,2,2,2,2,2,2,3,1,4,2121.0972,1
13982,7,7,1,1,2,12,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,638.9571,1
13983,3,3,2,2,4,12,2,1,52,5,2,28.5,1,2,2,2,2,2,2,2,2,3,1,3,1458.6889,1
13984,7,6,1,5,1,24,1,1,52,7,2,1.5,2,2,2,2,2,2,2,2,2,2,2,2,796.5593,1
13985,4,6,1,1,2,10,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,763.9382,1
13986,6,4,2,2,3,13,2,1,52,4,1,51.0,1,2,2,2,2,2,2,2,2,6,3,6,1127.4715,1
13987,10,5,1,1,2,48,2,5,26,95,6,15.0,6,6,6,6,6,6,6,6,6,6,1,1,898.8673,1
13988,8,5,1,6,1,59,2,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,3,1,4,926.6546,2
13989,8,1,1,6,4,10,1,6,12,7,6,35.0,6,6,6,6,6,6,6,6,6,1,1,1,894.0934,1
13990,1,6,2,5,1,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,450.5487,1
13991,7,1,2,6,4,59,1,1,2,8,2,20.0,2,1,2,2,2,2,2,2,2,4,1,3,3944.9834,1
13992,6,1,1,6,4,35,1,3,96,96,6,99.6,2,1,2,2,2,2,2,2,2,1,1,1,2314.1645,2
13993,1,7,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,2,1,981.2766,1
13994,4,2,2,6,1,13,1,4,9,7,6,16.0,6,6,6,6,6,6,6,6,6,2,1,1,260.1656,3
13995,1,2,1,6,3,59,1,1,52,7,2,45.0,2,2,2,1,2,2,2,2,2,6,1,2,5005.8122,1
13996,3,3,2,1,2,59,1,3,96,96,6,99.6,2,2,1,1,2,2,2,2,2,5,1,1,2127.1845,1
13997,2,7,2,5,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,2,2,2497.0018,1
13998,9,3,2,2,4,24,1,1,52,1,2,50.0,1,2,2,2,2,2,2,2,2,7,3,7,1969.7887,1
13999,4,6,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,2,3468.0047,3
14000,5,2,1,1,2,35,1,1,52,7,2,36.2,1,2,2,2,2,2,2,2,2,5,1,3,1829.0538,3
14001,12,6,1,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,3,2528.1471,1
14002,6,5,2,1,2,12,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,516.571,1
14003,8,4,2,2,3,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,98,8,1,1811.503,2
14004,2,7,1,1,2,48,1,5,18,95,6,99.7,6,6,6,6,6,6,6,6,6,3,1,2,1457.0648,1
14005,11,5,2,6,2,13,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,892.9865,1
14006,9,1,2,6,2,35,1,3,24,10,6,30.0,1,2,2,2,2,2,2,2,2,2,1,1,3441.1093,1
14007,2,7,1,3,1,24,2,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,4,2,4,932.0954,1
14008,2,4,1,1,2,35,1,2,28,95,6,47.0,6,6,6,6,6,6,6,6,6,6,1,3,2191.5531,1
14009,9,2,1,6,6,24,1,3,52,7,6,20.0,2,2,2,2,1,2,2,2,2,4,3,2,8782.1276,1
14010,5,5,1,1,2,48,1,5,2,5,6,2.0,6,6,6,6,6,6,6,6,6,7,1,3,842.9266,1
14011,4,3,2,2,4,24,1,1,52,7,2,35.0,1,2,2,2,2,2,2,2,2,3,2,1,4804.9067,1
14012,2,4,1,1,4,24,1,1,52,3,2,37.5,1,2,2,2,2,2,2,2,2,7,3,7,1785.8521,2
14013,8,5,2,3,1,48,1,1,52,5,2,50.0,2,2,2,2,2,2,2,1,2,5,1,3,1518.8622,2
14014,6,5,2,1,2,46,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,366.8967,1
14015,7,7,2,5,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,1192.2062,2
14016,7,5,1,6,1,46,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,1,1,1,1055.2325,2
14017,9,4,2,6,1,59,1,1,52,2,2,35.0,2,2,1,2,2,2,2,2,2,4,1,4,464.7834,1
14018,2,5,1,2,2,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,3,2057.9185,1
14019,7,5,1,1,2,12,2,5,12,8,6,99.7,6,6,6,6,6,6,6,6,6,3,1,1,1485.2691,2
14020,4,5,1,1,2,35,1,1,52,2,2,55.0,2,2,2,2,2,2,1,2,2,7,1,7,605.2431,1
14021,1,6,2,3,1,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,2,643.9861,1
14022,5,3,2,4,4,24,1,6,26,7,2,37.0,6,6,6,6,6,6,6,6,6,4,2,3,1305.7686,1
14023,8,7,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,1817.6068,1
14024,4,2,2,2,3,48,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,2583.4336,1
14025,10,1,1,6,4,12,1,1,52,7,2,40.0,2,2,1,2,2,2,2,2,2,2,3,1,901.5815,1
14026,8,4,1,1,2,59,1,2,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,1898.7085,3
14027,12,4,1,2,2,24,2,1,52,1,2,50.0,2,2,2,1,2,2,2,2,2,2,3,1,1201.9338,1
14028,4,7,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,2,2043.3755,1
14029,1,3,2,1,3,59,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,1734.848,1
14030,5,2,1,6,1,35,1,1,52,5,2,45.0,1,2,2,2,2,2,2,2,2,6,3,5,2417.6541,1
14031,9,1,2,6,4,24,1,1,44,6,2,40.0,2,2,1,2,2,2,2,2,2,4,3,1,5474.7237,1
14032,9,7,2,3,1,47,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,364.7252,2
14033,5,2,1,6,1,13,1,1,52,7,2,36.0,2,2,2,1,2,2,2,2,2,2,1,2,855.9426,1
14034,12,2,2,1,3,35,1,4,52,4,6,75.0,6,6,6,6,6,6,6,6,6,7,1,4,1809.3227,1
14035,11,7,1,5,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,1236.8699,1
14036,11,5,2,5,1,13,2,4,26,2,6,50.0,6,6,6,6,6,6,6,6,6,3,3,2,296.4869,1
14037,9,6,2,1,3,24,2,5,12,1,6,65.0,6,6,6,6,6,6,6,6,6,3,3,7,2331.4826,1
14038,2,4,2,3,1,35,2,1,52,2,2,35.0,1,2,2,2,2,2,2,2,2,4,1,1,583.6352,1
14039,12,4,1,4,1,35,2,1,52,8,2,44.0,1,2,2,2,2,2,2,2,2,2,1,2,1470.9204,1
14040,1,4,2,1,5,47,1,1,52,5,2,45.0,1,2,2,2,2,2,2,2,2,6,1,2,1007.863,1
14041,1,2,2,2,3,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,2465.305,2
14042,10,7,2,3,1,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,1630.6456,1
14043,10,6,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,3,3,713.9907,1
14044,6,3,1,1,4,12,1,1,52,4,2,60.0,1,2,2,2,2,2,2,2,2,6,3,5,1140.9272,3
14045,3,3,2,2,3,35,1,1,52,1,2,40.0,6,6,6,6,6,6,6,6,6,7,1,7,832.1003,1
14046,12,3,2,4,3,47,2,1,52,7,1,44.0,2,1,2,2,2,2,2,2,2,6,1,2,1630.9269,2
14047,6,5,1,6,1,11,3,2,6,8,6,72.0,6,6,6,6,6,6,6,6,6,3,1,1,30.6187,1
14048,3,2,2,1,4,48,2,4,52,5,6,15.0,6,6,6,6,6,6,6,6,6,6,1,3,1382.4755,1
14049,12,3,1,1,3,47,2,1,52,7,2,60.0,1,2,2,2,2,2,2,2,2,2,1,3,933.685,3
14050,2,4,1,1,4,48,1,2,22,1,6,60.0,6,6,6,6,6,6,6,6,6,7,1,7,1882.5612,3
14051,8,3,2,1,4,12,2,1,52,4,2,47.5,1,2,2,2,2,2,2,2,2,4,1,2,1623.6434,1
14052,10,4,1,1,4,48,1,1,52,1,2,40.0,1,2,2,2,2,2,2,2,2,6,1,7,7231.5786,1
14053,5,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,1189.4203,3
14054,8,6,2,3,1,10,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,250.5871,3
14055,7,1,2,6,4,48,2,1,52,7,2,30.0,2,1,2,2,2,2,2,2,2,2,1,1,3730.2296,1
14056,11,5,2,6,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,2,3,904.0158,3
14057,11,2,1,2,3,24,1,1,52,1,2,65.0,1,2,2,2,2,2,2,2,2,3,2,5,3690.0891,1
14058,3,3,1,1,4,35,1,1,52,7,2,32.0,1,2,2,2,2,2,2,2,2,97,7,1,1690.23,1
14059,6,4,1,1,2,35,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,4,1,2,2483.8709,1
14060,1,5,2,1,2,59,1,1,52,95,2,50.0,1,2,2,2,2,2,2,2,2,3,1,5,1242.5152,1
14061,8,5,2,2,2,13,2,6,52,7,6,37.5,6,6,6,6,6,6,6,6,6,4,3,2,453.9232,3
14062,10,6,1,1,2,59,1,5,10,5,6,50.0,6,6,6,6,6,6,6,6,6,7,1,7,2271.933,2
14063,8,6,2,6,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,766.5486,2
14064,7,5,2,5,1,35,1,1,52,7,1,60.0,2,2,2,2,1,2,2,2,2,2,1,3,1204.7749,2
14065,2,2,2,6,1,11,3,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,294.5563,3
14066,10,5,2,1,2,24,1,2,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,2,2,1450.7174,3
14067,6,4,2,1,3,10,2,1,52,7,2,40.0,2,2,2,2,2,2,2,1,2,4,1,2,1336.0897,2
14068,3,4,1,1,3,35,2,1,52,98,2,40.0,1,2,2,2,2,2,2,2,2,7,1,7,3283.8448,2
14069,2,4,1,2,2,12,1,1,52,8,2,60.0,1,2,2,2,2,2,2,2,2,4,1,2,660.3172,2
14070,5,5,1,1,2,48,2,1,52,10,2,44.0,1,1,2,2,2,2,2,2,2,4,1,7,565.6575,1
14071,7,7,1,6,1,46,2,97,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,1,388.9789,1
14072,2,7,1,1,3,48,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,9762.6034,1
14073,6,4,1,1,3,35,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,6,1,7,2121.5815,3
14074,11,4,1,6,1,13,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,4,1,3,100.1044,3
14075,11,4,2,1,4,35,1,1,52,7,2,35.0,1,2,2,2,2,2,2,2,2,7,1,2,4770.9484,3
14076,2,1,2,6,3,48,1,3,20,7,6,35.0,1,2,2,2,2,2,2,2,2,2,1,1,2427.192,1
14077,7,3,1,6,2,10,1,4,52,2,6,37.5,6,6,6,6,6,6,6,6,6,4,1,7,129.711,1
14078,2,2,1,2,2,24,1,1,52,3,2,37.5,1,2,2,2,2,2,2,2,2,6,3,3,3686.2037,1
14079,1,1,2,1,2,48,2,1,20,7,2,20.0,1,2,2,2,2,2,2,2,2,2,1,1,1431.2668,1
14080,12,2,1,1,2,46,2,1,52,5,2,46.0,1,2,2,2,2,2,2,2,2,6,1,4,1572.5697,1
14081,12,5,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,5,1551.8123,2
14082,9,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,1464.1468,1
14083,8,5,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,4,1180.0033,1
14084,1,6,2,3,1,12,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,272.2608,3
14085,7,4,1,1,2,13,1,1,52,3,2,45.0,2,2,2,1,2,2,2,2,2,6,1,7,1261.022,1
14086,4,5,2,3,1,48,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,7,1,443.7716,3
14087,1,2,1,2,2,24,1,3,36,3,6,37.0,2,2,2,1,2,2,2,2,2,6,3,4,2536.5845,1
14088,9,3,2,2,2,24,1,2,30,7,6,37.0,6,6,6,6,6,6,6,6,6,2,2,2,2049.1125,2
14089,11,6,2,1,2,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,2468.9383,1
14090,1,2,2,1,2,24,1,1,10,4,2,37.5,2,2,2,1,2,2,2,2,2,6,2,4,4019.786,1
14091,8,6,2,5,1,46,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,344.7822,1
14092,2,2,2,2,2,48,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,1937.1015,1
14093,6,6,2,6,1,35,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,3,1081.4858,1
14094,8,7,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,3072.2971,2
14095,8,1,1,6,3,48,2,1,32,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,1,5802.9283,1
14096,8,3,1,6,1,35,1,1,52,3,2,37.5,1,2,2,2,2,2,2,2,2,6,1,6,507.8112,1
14097,5,6,2,5,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,4,747.3363,2
14098,2,5,1,5,1,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,3,812.2044,2
14099,12,5,2,1,2,59,2,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,2,1,2,683.838,2
14100,10,2,1,1,3,35,1,1,52,8,2,40.0,6,6,6,6,6,6,6,6,6,4,1,7,1984.6506,2
14101,11,5,1,1,2,24,1,1,15,1,2,50.0,1,2,2,2,2,2,2,2,2,7,3,7,593.466,1
14102,7,7,1,3,1,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,156.1653,3
14103,10,4,1,1,3,48,2,1,52,8,2,50.0,2,2,1,2,2,2,2,2,2,1,1,1,927.396,3
14104,11,7,1,3,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,3,1313.9253,2
14105,6,7,2,6,2,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,1526.6482,1
14106,4,7,1,1,2,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,7,343.3218,3
14107,12,3,2,1,2,24,1,1,52,4,1,65.0,1,2,2,2,2,2,2,2,2,97,3,3,1616.5303,1
14108,8,7,2,3,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,109.9157,1
14109,4,7,2,6,1,24,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,1346.2729,1
14110,3,6,2,3,1,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,479.1639,3
14111,4,7,1,2,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,97,2,2,2443.5951,1
14112,9,6,2,3,1,13,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,167.2541,1
14113,8,3,1,2,2,12,1,4,52,7,6,40.0,6,6,6,6,6,6,6,6,6,4,1,3,2270.3379,1
14114,6,6,1,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,1919.627,1
14115,12,2,2,6,1,47,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,539.8409,1
14116,12,5,1,1,1,46,2,1,52,9,2,50.0,1,2,2,2,2,2,2,1,2,1,1,4,163.7285,1
14117,10,1,1,6,2,48,1,3,96,96,6,99.6,2,2,1,2,2,2,2,2,2,2,1,1,2870.7106,2
14118,9,6,2,1,2,47,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,417.9488,1
14119,7,3,2,6,1,35,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,7,642.4104,1
14120,2,1,1,6,4,10,1,3,27,7,6,8.0,1,2,2,2,2,2,2,2,2,1,1,1,797.9946,1
14121,2,4,1,1,4,35,1,1,52,4,2,40.0,8,8,8,8,8,8,8,8,8,7,1,5,2427.52,1
14122,2,4,2,1,4,35,2,6,12,7,6,60.0,6,6,6,6,6,6,6,6,6,4,1,2,1940.7858,1
14123,7,3,2,1,1,35,1,6,12,2,2,37.5,6,6,6,6,6,6,6,6,6,2,1,3,928.63,1
14124,10,5,2,2,2,59,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,2,1,4,675.7349,1
14125,3,3,1,1,4,10,2,1,52,9,2,75.0,2,2,2,2,2,2,2,2,1,2,1,5,472.4948,3
14126,10,3,2,1,4,46,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,7,1,5,729.7371,1
14127,9,5,1,6,4,47,1,1,46,8,2,40.0,1,2,2,2,2,2,2,2,2,6,3,2,1730.867,2
14128,1,5,1,1,5,46,2,1,52,8,2,75.0,1,2,2,2,2,2,2,2,2,2,1,3,562.6107,1
14129,6,4,2,6,1,35,1,2,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,1,1008.6748,1
14130,7,6,2,5,1,13,1,4,22,7,6,21.0,6,6,6,6,6,6,6,6,6,4,1,2,159.8332,2
14131,7,3,2,4,3,35,1,1,52,7,2,30.0,1,2,2,2,2,2,2,2,2,2,1,4,1489.585,1
14132,9,5,1,1,2,46,1,1,52,4,2,24.0,1,2,2,2,2,2,2,2,2,7,1,3,776.6663,3
