occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
10155,8,3,1,2,4,35,2,1,52,3,1,6.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1152.7865,1,50.0,7,SELF,2015,2015,0,1,STANDARD_BS
10156,3,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1384.1428,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10157,3,6,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,2076.279,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10158,1,6,2,5,1,12,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,3,175.451,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10159,2,3,1,2,2,59,1,1,52,9,1,7.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1508.8884,1,55.0,7,SELF,2015,2015,0,1,STANDARD_BS
10160,1,5,1,1,1,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,3,670.5053,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10161,7,3,1,6,1,35,1,1,52,4,1,8.0,2,2,2,1,2,2,2,2,2,7,1.0,4,922.165,2,65.0,4,SELF,2015,2015,0,1,STANDARD_BS
10162,6,2,1,6,3,59,1,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,2005.4231,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10163,6,3,1,6,1,12,2,1,52,3,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1032.9215,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10164,2,5,1,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,5,2104.3475,1,99.6,5,SELF,2015,2015,0,1,STANDARD_BS
10165,8,5,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,4,703.1069,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10166,2,3,2,1,4,12,1,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,5,326.4761,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10167,9,3,2,6,1,13,2,1,50,8,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,1,426.8532,2,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
10168,10,4,2,1,4,35,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,7,1.0,5,2977.2036,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10169,3,7,2,3,1,48,2,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,428.4084,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10170,6,6,1,3,1,11,3,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,3,110.2824,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10171,3,5,1,1,3,24,1,1,52,7,1,8.0,1,2,2,2,2,2,2,2,2,2,3.0,5,1471.6606,1,60.0,5,SELF,2015,2015,0,1,STANDARD_BS
10172,7,5,2,1,2,11,3,1,52,7,1,5.0,1,2,2,2,2,2,2,2,2,5,1.0,2,257.1461,1,45.0,2,SELF,2015,2015,0,1,STANDARD_BS
10173,5,7,1,1,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,4,3.0,4,1031.4663,2,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10174,12,7,1,4,1,24,2,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,2,673.6787,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10175,1,6,2,3,1,12,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,5,193.3656,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
10176,6,3,1,6,1,24,1,1,52,5,2,4.0,2,2,2,1,1,2,2,2,2,6,3.0,3,1378.9298,3,44.0,3,SELF,2015,2015,0,1,STANDARD_BS
10177,11,4,1,5,1,59,1,1,52,8,1,4.0,1,1,2,2,2,2,2,2,2,3,1.0,3,1015.3129,1,42.0,3,SELF,2015,2015,0,1,STANDARD_BS
10178,9,2,2,1,4,35,1,3,40,5,1,4.0,6,6,6,6,6,6,6,6,6,6,1.0,2,4173.5329,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10179,5,1,1,6,5,35,1,2,,,,,2,1,2,2,2,2,2,2,2,3,1.0,1,1466.2727,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10180,1,6,2,3,1,11,3,3,1,7,,1.0,6,6,6,6,6,6,6,6,6,1,1.0,1,36.0808,2,5.0,1,SELF,2015,2015,0,1,STANDARD_BS
10181,9,3,1,1,3,48,2,1,52,8,1,8.0,2,2,2,2,2,2,2,2,1,4,1.0,5,1732.8287,2,75.0,5,SELF,2015,2015,0,1,STANDARD_BS
10182,8,4,2,1,4,13,1,1,52,5,1,2.0,1,2,2,2,2,2,2,2,2,2,1.0,1,568.1586,3,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
10183,7,6,2,5,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,3,702.0062,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10184,10,2,1,2,2,35,1,1,52,4,2,8.0,1,1,2,2,2,2,2,2,2,6,1.0,3,3608.4084,1,60.0,3,SELF,2015,2015,0,1,STANDARD_BS
10185,4,6,2,1,3,35,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,3,2862.903,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10186,4,3,2,1,3,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,7,1.0,5,2510.6135,1,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
10187,3,2,2,1,5,59,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,5,1.0,5,865.0296,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10188,10,6,1,1,2,35,1,3,52,6,,4.0,6,6,6,6,6,6,6,6,6,5,1.0,2,1776.4041,1,43.0,2,SELF,2015,2015,0,1,STANDARD_BS
10189,2,6,1,1,2,13,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,3,208.7342,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10190,6,4,1,6,1,47,1,1,52,7,1,2.0,1,2,2,2,2,2,2,2,2,3,1.0,3,1989.1039,1,33.0,3,SELF,2015,2015,0,1,STANDARD_BS
10191,3,1,1,6,3,10,1,2,,,,,2,1,2,2,2,2,2,2,2,1,1.0,1,947.1816,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10192,2,6,1,1,2,10,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,547.689,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10193,9,7,1,6,1,48,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,1794.5891,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10194,12,4,2,6,1,59,1,1,10,2,1,3.0,1,2,2,2,2,2,2,2,2,1,1.0,2,677.2302,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10195,10,6,2,1,2,47,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1008.6786,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10196,9,5,2,1,2,47,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,3,402.7737,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10197,2,6,1,1,1,10,2,1,41,8,1,1.0,2,2,2,1,2,2,2,2,2,3,1.0,2,214.8037,1,25.0,2,SELF,2015,2015,0,1,STANDARD_BS
10198,2,2,1,2,2,35,1,1,52,3,1,4.0,2,2,2,1,2,2,2,2,2,5,3.0,5,2520.928,1,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
10199,8,4,1,1,4,10,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,5,282.5915,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
10200,11,4,2,5,2,35,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,7,1.0,4,1717.5339,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10201,1,5,2,2,2,24,1,1,52,2,1,3.0,1,2,2,2,2,2,2,2,2,6,3.0,4,1417.0915,2,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
10202,2,3,2,1,5,10,2,1,35,7,1,4.0,1,2,2,2,2,2,2,2,2,5,1.0,2,707.3198,2,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10203,11,2,1,6,1,35,1,1,52,7,1,4.0,2,2,1,2,2,2,2,2,2,7,1.0,2,1093.3682,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10204,1,7,2,3,1,11,3,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,57.3323,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10205,1,1,1,6,2,10,2,2,8,6,,4.0,1,2,2,2,2,2,2,2,2,2,1.0,1,1278.4576,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
10206,9,7,2,3,1,11,3,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,93.6016,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10207,7,5,2,1,2,13,2,1,52,7,2,1.0,1,2,2,2,2,2,2,2,2,1,3.0,1,527.1729,1,25.0,1,SELF,2015,2015,0,1,STANDARD_BS
10208,12,5,2,1,4,48,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,5742.3822,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10209,8,6,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,3,1948.9821,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10210,7,2,1,6,1,13,1,1,52,2,1,3.0,2,2,2,1,2,2,2,2,2,4,1.0,2,805.9053,1,37.5,2,SELF,2015,2015,0,1,STANDARD_BS
10211,7,5,2,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1737.3387,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10212,2,2,1,6,1,24,1,1,52,2,1,3.0,1,2,2,2,2,2,2,2,2,2,3.0,3,1719.9564,2,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
10213,1,3,2,6,1,35,1,1,52,4,2,3.0,2,2,1,2,2,2,1,2,2,4,1.0,5,587.3883,1,38.0,5,SELF,2015,2015,0,1,STANDARD_BS
10214,2,5,1,2,3,24,2,1,51,8,1,5.0,1,2,2,2,2,2,2,2,2,2,2.0,3,3457.0344,1,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
10215,4,6,2,1,2,48,2,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,2,683.7977,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10216,5,6,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,3,1210.6764,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10217,7,4,1,5,1,35,1,1,52,9,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,1069.5601,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10218,6,3,1,1,2,59,1,1,52,3,1,4.0,9,9,9,9,9,9,9,9,9,2,1.0,5,1643.6214,3,40.0,6,SELF,2015,2015,0,1,STANDARD_BS
10219,3,6,1,1,2,12,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1823.4557,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10220,2,2,2,6,2,47,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,3,1145.9842,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10221,7,4,2,5,1,13,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,269.042,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10222,12,6,2,1,2,24,2,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,1841.3035,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10223,2,6,1,6,1,24,1,1,52,2,1,7.0,1,2,2,2,2,2,2,2,2,2,2.0,4,802.643,1,55.0,4,SELF,2015,2015,0,1,STANDARD_BS
10224,1,7,2,5,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,3,980.9454,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10225,10,5,2,5,1,35,1,1,52,5,2,3.0,1,2,2,2,2,2,2,2,2,7,3.0,4,921.416,2,39.5,4,SELF,2015,2015,0,1,STANDARD_BS
10226,4,7,1,4,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,988.3485,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10227,3,6,2,6,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,1362.995,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10228,1,5,2,1,2,35,2,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,3,993.026,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10229,10,2,2,1,5,59,1,3,8,1,,1.0,6,6,6,6,6,6,6,6,6,2,3.0,1,486.0801,1,4.0,1,SELF,2015,2015,0,1,STANDARD_BS
10230,8,4,2,1,4,35,1,1,52,7,1,1.0,6,6,6,6,6,6,6,6,6,4,1.0,1,2351.115,1,20.0,1,SELF,2015,2015,0,1,STANDARD_BS
10231,3,6,1,2,2,10,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,326.7474,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10232,9,7,2,3,1,46,2,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,142.9798,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10233,8,4,2,6,1,35,1,1,52,2,1,5.0,2,2,2,1,2,2,2,2,2,6,1.0,5,802.8968,1,45.0,7,SELF,2015,2015,0,1,STANDARD_BS
10234,8,6,1,1,2,12,2,3,,,,,6,6,6,6,6,6,6,6,6,2,3.0,1,481.0955,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10235,3,3,2,1,4,48,1,1,52,3,1,2.0,2,2,2,2,1,2,2,2,2,7,1.0,5,1495.6037,1,30.0,5,SELF,2015,2015,0,1,STANDARD_BS
10236,11,2,1,6,1,35,1,1,44,8,1,4.0,1,2,2,2,2,2,2,2,2,7,3.0,3,1594.8447,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10237,8,7,2,3,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,3,263.2266,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10238,12,4,2,1,2,59,2,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,5,1.0,2,1934.5927,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10239,8,6,2,3,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,76.085,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10240,5,3,2,1,4,46,1,3,52,10,,4.0,6,6,6,6,6,6,6,6,6,6,1.0,2,1593.0116,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10241,2,5,1,1,4,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,6343.5531,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10242,4,5,2,5,1,10,1,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,6,3.0,3,158.5785,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10243,4,1,1,6,4,10,1,1,45,8,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,5,317.063,3,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10244,10,2,1,2,5,11,3,1,52,3,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,2,329.8522,3,38.0,2,SELF,2015,2015,0,1,STANDARD_BS
10245,10,5,1,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,513.0461,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10246,12,2,2,6,2,11,3,1,52,10,1,5.0,1,2,2,2,2,2,2,2,2,4,3.0,3,352.8314,1,48.0,3,SELF,2015,2015,0,1,STANDARD_BS
10247,8,5,1,6,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,3.0,4,816.0084,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10248,1,1,1,6,3,24,1,3,26,8,,4.0,6,6,6,6,6,6,6,6,6,1,3.0,2,6431.2831,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10249,11,1,1,6,2,59,1,1,52,8,2,8.0,1,2,2,2,2,2,2,2,2,3,1.0,1,1639.9781,1,75.0,1,SELF,2015,2015,0,1,STANDARD_BS
10250,3,4,2,1,4,48,2,3,52,7,,3.0,6,6,6,6,6,6,6,6,6,4,1.0,1,1911.6764,1,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
10251,1,2,2,6,1,13,1,2,52,4,,4.0,1,2,2,2,2,2,2,2,2,99,3.0,1,623.5276,1,44.0,1,SELF,2015,2015,0,1,STANDARD_BS
10252,2,6,1,1,2,24,1,1,52,2,1,1.0,1,2,2,2,2,2,2,2,2,4,3.0,1,1429.7654,1,5.0,1,SELF,2015,2015,0,1,STANDARD_BS
10253,9,2,1,6,1,12,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,2,1484.5274,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10254,2,3,2,2,4,24,1,1,52,2,1,3.0,1,2,2,2,2,2,2,2,2,3,3.0,2,4363.0003,2,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10255,3,3,2,2,3,24,1,1,52,2,1,3.0,2,2,1,2,2,2,2,2,2,6,3.0,2,1952.8143,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10256,8,6,2,1,2,13,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,191.5093,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10257,5,3,1,1,2,59,1,1,52,4,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,2,1023.269,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10258,2,1,1,6,4,48,1,3,26,8,,2.0,6,6,6,6,6,6,6,6,6,1,1.0,2,3161.3891,1,30.0,2,SELF,2015,2015,0,1,STANDARD_BS
10259,6,1,2,6,5,24,1,1,10,7,1,3.0,2,1,2,2,2,2,2,2,2,2,3.0,1,3089.5353,1,37.0,1,SELF,2015,2015,0,1,STANDARD_BS
10260,1,4,2,1,2,10,1,1,52,1,1,8.0,2,2,2,2,2,2,2,1,2,4,1.0,5,152.1124,3,60.0,5,SELF,2015,2015,0,1,STANDARD_BS
10261,6,3,1,6,1,35,1,1,52,8,1,8.0,1,2,2,2,2,2,2,2,2,2,1.0,4,781.5756,3,60.0,4,SELF,2015,2015,0,1,STANDARD_BS
10262,5,1,2,6,2,35,1,1,52,6,2,3.0,2,1,1,1,2,2,2,2,2,6,1.0,1,3236.5433,1,39.0,1,SELF,2015,2015,0,1,STANDARD_BS
10263,2,5,2,1,2,35,1,1,40,5,1,1.0,2,2,2,1,2,2,2,2,2,2,1.0,1,1634.4501,1,5.0,1,SELF,2015,2015,0,1,STANDARD_BS
10264,8,2,1,1,3,48,1,1,52,5,1,6.0,1,2,2,2,2,2,2,2,2,6,1.0,5,5199.6949,1,50.0,6,SELF,2015,2015,0,1,STANDARD_BS
10265,12,2,2,6,3,35,1,1,52,5,1,5.0,1,2,2,2,2,2,2,2,2,6,1.0,3,3456.8295,1,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
10266,11,7,1,1,1,35,1,1,52,8,1,8.0,1,2,2,2,2,2,2,2,2,1,1.0,5,1032.6556,1,60.0,5,SELF,2015,2015,0,1,STANDARD_BS
10267,8,6,1,6,1,24,2,1,52,1,1,1.0,1,2,2,2,2,2,2,2,2,3,2.0,3,749.4771,3,21.0,3,SELF,2015,2015,0,1,STANDARD_BS
10268,8,5,2,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,337.4087,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10269,8,3,2,2,4,24,2,1,52,5,1,3.0,6,6,6,6,6,6,6,6,6,6,2.0,4,2096.6159,1,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
10270,10,2,2,1,3,59,1,1,52,4,1,1.0,2,2,2,2,2,2,2,1,2,6,1.0,2,1156.1585,1,27.0,2,SELF,2015,2015,0,1,STANDARD_BS
10271,5,2,1,6,1,24,1,1,50,,2,2.0,1,2,2,2,2,2,2,2,2,99,3.0,5,1774.8681,2,34.0,7,SELF,2015,2015,0,1,STANDARD_BS
10272,7,4,1,6,1,10,2,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,1,1.0,4,455.0741,1,42.0,4,SELF,2015,2015,0,1,STANDARD_BS
10273,8,7,1,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,1467.0645,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10274,1,5,1,1,2,35,1,1,52,3,1,3.0,1,2,1,2,2,2,2,2,2,6,1.0,5,2076.7851,1,37.5,5,SELF,2015,2015,0,1,STANDARD_BS
10275,10,2,2,1,5,35,2,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,3122.5926,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10276,6,7,2,3,2,11,3,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,237.6798,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10277,5,3,2,2,4,24,1,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,6,3.0,5,1963.1028,2,40.0,6,SELF,2015,2015,0,1,STANDARD_BS
10278,6,6,2,1,5,12,2,3,24,9,,4.0,6,6,6,6,6,6,6,6,6,1,1.0,2,1363.2407,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10279,12,3,2,1,4,12,1,1,52,,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,3,537.787,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
10280,7,5,2,1,2,47,2,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,4,612.6803,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10281,12,5,1,1,2,12,2,3,,,,,6,6,6,6,6,6,6,6,6,3,3.0,3,2011.7399,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10282,3,6,2,5,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,5,1.0,1,1137.6013,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10283,2,7,2,6,2,24,2,3,,,,,6,6,6,6,6,6,6,6,6,2,3.0,2,1839.9335,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10284,6,5,1,1,2,35,2,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,7,1.0,3,1488.7349,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10285,4,2,2,6,3,10,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,406.3692,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10286,10,5,2,3,1,47,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,269.2816,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10287,4,5,1,1,3,11,3,1,52,5,2,7.0,1,2,2,2,2,2,2,2,2,4,1.0,5,247.3264,1,56.0,5,SELF,2015,2015,0,1,STANDARD_BS
10288,7,1,1,6,5,59,1,1,26,2,1,7.0,2,2,2,1,2,2,2,2,2,2,1.0,1,2392.2283,1,58.0,1,SELF,2015,2015,0,1,STANDARD_BS
10289,7,4,1,1,4,10,1,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,4,3.0,5,349.5658,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10290,6,3,1,2,3,24,1,,,,,,6,6,6,6,6,6,6,6,6,99,,3,1947.7079,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10291,3,1,1,6,4,35,1,2,,,,,2,2,1,1,2,2,2,2,2,2,1.0,1,2596.9639,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10292,1,2,2,6,1,35,1,1,52,4,1,5.0,1,2,2,2,2,2,2,2,2,4,1.0,3,2038.5068,1,48.0,3,SELF,2015,2015,0,1,STANDARD_BS
10293,7,5,2,1,2,48,1,1,52,3,1,8.0,1,2,2,2,2,2,2,2,2,6,1.0,5,1675.8137,1,60.0,7,SELF,2015,2015,0,1,STANDARD_BS
10294,7,5,2,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,786.624,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10295,8,4,2,1,4,48,2,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,4,523.258,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10296,4,5,2,1,3,35,2,3,52,7,,3.0,6,6,6,6,6,6,6,6,6,4,3.0,1,1879.1269,2,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
10297,6,5,2,6,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,2,993.4071,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10298,1,5,2,1,2,35,1,,,,,,6,6,6,6,6,6,6,6,6,99,,2,1513.2812,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10299,9,6,2,3,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,1,1214.5773,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10300,3,5,2,6,1,12,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,3,223.1781,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10301,4,3,2,1,4,47,2,1,52,5,1,6.0,1,2,2,2,2,2,2,2,2,7,1.0,5,2736.6971,1,50.0,5,SELF,2015,2015,0,1,STANDARD_BS
10302,6,6,1,1,3,13,2,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,1,667.5955,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10303,7,5,1,6,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,1,318.5707,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10304,12,2,2,1,5,59,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,238.2054,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10305,4,5,1,1,2,12,2,3,52,7,,1.0,6,6,6,6,6,6,6,6,6,4,1.0,3,892.652,1,27.0,3,SELF,2015,2015,0,1,STANDARD_BS
10306,6,4,1,1,2,35,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,2,1538.3511,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10307,8,3,1,2,5,24,1,1,52,5,1,2.0,1,2,2,2,2,2,2,2,2,6,3.0,2,1093.6902,1,30.0,2,SELF,2015,2015,0,1,STANDARD_BS
10308,6,4,2,5,1,46,1,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,659.5657,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
