occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
14988,2,6,1,4,1,12,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,139.5583,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
14989,5,3,1,1,4,47,1,1,52,1,1,4.0,2,2,2,2,2,2,2,1,2,1,1.0,4,1149.5096,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
14990,11,4,1,1,4,59,1,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1359.309,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
14991,4,1,2,6,4,48,1,2,,,,,2,1,2,1,2,2,2,2,2,1,1.0,1,3300.5963,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
14992,12,4,2,1,3,35,1,1,52,3,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,2,2612.0436,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
14993,10,5,2,5,1,48,1,3,20,7,,5.0,6,6,6,6,6,6,6,6,6,6,1.0,4,690.8519,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
14994,2,3,2,1,4,24,1,1,47,7,1,4.0,1,2,2,2,2,2,2,2,2,4,2.0,1,4452.063,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
14995,9,4,2,1,4,24,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,7,3.0,5,2045.71,2,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
14996,9,3,2,1,4,48,2,1,52,5,1,3.0,1,2,2,2,2,2,2,2,2,6,1.0,5,915.3317,3,35.0,5,SELF,2015,2015,0,1,STANDARD_BS
14997,6,2,1,2,2,12,1,1,52,7,1,4.0,2,2,2,2,2,2,2,1,2,4,1.0,1,1422.2763,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
14998,6,6,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,2,1187.314,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
14999,9,4,1,6,1,35,1,1,52,,2,7.0,1,2,2,2,2,2,2,2,2,4,1.0,1,821.2657,1,55.0,1,SELF,2015,2015,0,1,STANDARD_BS
15000,10,3,2,1,4,35,1,2,52,3,,6.0,2,2,1,2,2,2,2,2,2,6,3.0,2,3377.3692,2,50.0,2,SELF,2015,2015,0,1,STANDARD_BS
15001,7,7,2,1,2,48,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,3671.249,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15002,3,3,2,2,2,59,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,983.3859,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15003,4,2,2,6,1,35,1,1,52,4,1,8.0,1,2,2,2,2,2,2,2,2,7,1.0,5,1271.9327,1,75.0,5,SELF,2015,2015,0,1,STANDARD_BS
15004,12,4,1,1,5,24,2,1,52,9,1,4.0,1,2,2,2,2,2,2,2,2,4,2.0,2,5670.8923,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15005,1,5,2,2,2,35,1,1,52,5,1,1.0,2,2,2,2,2,2,2,1,2,7,1.0,2,1538.6542,3,27.5,2,SELF,2015,2015,0,1,STANDARD_BS
15006,10,4,1,2,2,24,1,1,26,8,1,5.0,1,2,2,2,2,2,2,2,2,3,2.0,3,2138.3099,1,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
15007,5,3,2,2,4,46,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,5,1.0,5,1291.6489,3,38.7,5,SELF,2015,2015,0,1,STANDARD_BS
15008,7,5,2,1,2,35,1,3,47,2,,1.0,6,6,6,6,6,6,6,6,6,2,1.0,2,1196.4754,1,6.0,2,SELF,2015,2015,0,1,STANDARD_BS
15009,1,4,2,1,3,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,1,3360.6352,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15010,5,4,2,1,2,24,2,1,24,2,1,1.0,1,2,2,2,2,2,2,2,2,4,2.0,2,1591.4012,1,20.0,2,SELF,2015,2015,0,1,STANDARD_BS
15011,4,4,2,6,1,24,2,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,2.0,3,958.6882,1,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
15012,1,4,2,2,2,59,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,2,1288.8933,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15013,8,5,2,5,2,48,1,1,52,6,1,8.0,1,2,2,2,2,2,2,2,2,7,3.0,3,6495.4204,1,60.0,3,SELF,2015,2015,0,1,STANDARD_BS
15014,10,4,1,1,3,46,1,3,52,8,,8.0,6,6,6,6,6,6,6,6,6,1,1.0,2,2327.1804,3,75.0,2,SELF,2015,2015,0,1,STANDARD_BS
15015,4,4,1,1,5,48,1,1,52,3,1,4.0,6,6,6,6,6,6,6,6,6,6,1.0,5,980.6214,3,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
15016,5,4,1,1,2,59,2,1,52,5,2,6.0,1,2,2,2,2,2,2,2,2,6,1.0,1,2331.8859,1,50.0,1,SELF,2015,2015,0,1,STANDARD_BS
15017,5,2,2,1,3,59,2,3,36,4,,1.0,6,6,6,6,6,6,6,6,6,4,1.0,1,3067.3886,1,2.0,1,SELF,2015,2015,0,1,STANDARD_BS
15018,10,6,2,1,2,24,1,3,10,6,,1.0,6,6,6,6,6,6,6,6,6,4,3.0,2,1677.7524,2,7.0,2,SELF,2015,2015,0,1,STANDARD_BS
15019,4,5,2,4,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,227.2843,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15020,7,3,2,1,3,35,1,1,52,6,1,2.0,2,2,2,2,2,2,2,1,2,6,1.0,1,1894.5147,2,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
15021,10,5,2,3,3,48,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,1476.2429,3,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15022,6,7,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1612.0357,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15023,8,5,2,1,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1736.3014,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15024,7,1,1,6,1,13,2,1,34,3,1,8.0,1,2,2,2,2,2,2,2,2,4,3.0,5,466.8197,1,70.0,5,SELF,2015,2015,0,1,STANDARD_BS
15025,5,6,1,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,3,2.0,1,1465.0794,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15026,1,2,2,2,2,10,2,3,,7,,4.0,6,6,6,6,6,6,6,6,6,4,1.0,2,723.3234,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15027,8,2,2,6,4,24,1,1,50,7,1,1.0,2,2,1,2,2,2,2,2,2,4,3.0,2,8709.4222,2,27.5,2,SELF,2015,2015,0,1,STANDARD_BS
15028,2,2,2,2,2,13,2,1,52,5,1,6.0,1,2,2,2,2,2,2,2,2,6,3.0,4,432.2302,1,50.0,4,SELF,2015,2015,0,1,STANDARD_BS
15029,11,5,1,1,2,24,2,1,52,1,1,3.0,1,2,2,2,2,2,2,2,2,2,2.0,2,1410.2516,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
15030,2,5,2,6,1,24,2,1,4,6,,2.0,9,9,9,9,9,9,9,9,9,6,3.0,1,916.5899,3,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
15031,7,2,2,4,3,24,1,1,52,2,1,3.0,2,2,1,2,2,2,2,2,2,3,3.0,2,2331.7466,1,37.5,2,SELF,2015,2015,0,1,STANDARD_BS
15032,2,4,1,1,5,35,1,,,,,,6,6,6,6,6,6,6,6,6,99,,5,10581.1722,1,99.6,5,SELF,2015,2015,0,1,STANDARD_BS
15033,8,7,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,2,2193.2093,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15034,5,1,2,6,4,35,1,1,50,9,2,6.0,1,2,2,2,2,2,2,2,2,6,1.0,1,6932.6789,1,50.0,1,SELF,2015,2015,0,1,STANDARD_BS
15035,10,7,2,5,1,47,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,286.5233,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15036,7,6,1,1,4,24,1,1,40,8,1,1.0,1,2,2,2,2,2,2,2,2,3,3.0,2,3188.2567,1,20.0,2,SELF,2015,2015,0,1,STANDARD_BS
15037,2,3,2,1,4,59,1,1,52,8,1,1.0,1,2,2,2,2,2,2,2,2,6,1.0,2,5394.5891,1,25.0,2,SELF,2015,2015,0,1,STANDARD_BS
15038,1,4,1,6,1,24,2,3,,,,,6,6,6,6,6,6,6,6,6,1,3.0,1,1503.0512,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15039,8,4,2,1,4,35,1,1,52,5,1,3.0,1,2,2,2,2,2,2,2,2,6,1.0,5,2110.0613,1,35.0,7,SELF,2015,2015,0,1,STANDARD_BS
15040,9,5,1,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,804.5501,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15041,3,6,1,1,2,24,1,1,52,2,1,2.0,1,2,2,2,2,2,2,2,2,5,3.0,3,1756.6138,1,32.0,3,SELF,2015,2015,0,1,STANDARD_BS
15042,1,3,2,2,4,24,1,3,52,2,,3.0,6,6,6,6,6,6,6,6,6,6,2.0,3,2567.6161,1,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
15043,7,4,2,1,5,46,1,3,5,2,,4.0,6,6,6,6,6,6,6,6,6,6,3.0,2,3493.7742,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15044,1,5,2,1,2,59,2,3,52,2,,4.0,6,6,6,6,6,6,6,6,6,2,1.0,3,1528.4131,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15045,6,2,2,6,1,12,1,3,48,7,,4.0,6,6,6,6,6,6,6,6,6,4,1.0,1,581.3066,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
15046,8,5,2,1,2,48,1,1,52,1,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,2,2784.8331,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
15047,3,3,1,1,3,59,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,3.0,3,1417.6779,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15048,8,3,2,6,1,35,1,1,32,8,1,1.0,1,2,2,2,2,2,2,2,2,2,1.0,1,1605.3631,3,2.0,1,SELF,2015,2015,0,1,STANDARD_BS
15049,9,5,1,2,2,59,1,1,50,8,1,2.0,6,6,6,6,6,6,6,6,6,3,1.0,5,1776.6425,1,30.0,5,SELF,2015,2015,0,1,STANDARD_BS
15050,10,7,2,3,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,2,1836.3253,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15051,4,7,2,3,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,3,158.3354,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15052,10,7,2,2,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,4,3.0,2,2248.234,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15053,11,6,2,1,2,24,1,3,20,2,,1.0,6,6,6,6,6,6,6,6,6,5,2.0,3,1519.5248,1,24.0,3,SELF,2015,2015,0,1,STANDARD_BS
15054,8,5,2,3,1,47,2,1,52,8,2,6.0,1,2,2,2,2,2,2,2,2,1,1.0,4,785.2345,1,53.0,4,SELF,2015,2015,0,1,STANDARD_BS
15055,5,3,1,1,4,24,1,1,52,5,1,7.0,1,2,2,2,2,2,2,2,2,7,3.0,5,2828.7505,2,55.0,7,SELF,2015,2015,0,1,STANDARD_BS
15056,10,1,2,6,3,24,1,1,52,7,1,1.0,2,2,2,1,2,2,2,2,2,1,3.0,1,2625.6188,2,20.0,1,SELF,2015,2015,0,1,STANDARD_BS
15057,8,5,2,2,3,59,1,1,52,5,1,3.0,6,6,6,6,6,6,6,6,6,2,1.0,1,741.675,3,36.0,1,SELF,2015,2015,0,1,STANDARD_BS
15058,2,5,1,1,2,13,2,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,5,708.3545,1,42.0,7,SELF,2015,2015,0,1,STANDARD_BS
15059,8,1,2,6,3,24,1,1,14,7,1,1.0,6,6,6,6,6,6,6,6,6,2,3.0,1,3350.6041,1,22.0,1,SELF,2015,2015,0,1,STANDARD_BS
15060,5,5,2,1,2,10,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,5,249.9589,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
15061,3,2,1,6,1,24,1,1,36,8,1,4.0,1,2,2,2,2,2,2,2,2,4,3.0,3,2077.8649,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15062,10,5,2,5,1,46,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,195.0203,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15063,5,5,1,1,3,24,1,3,15,8,,1.0,6,6,6,6,6,6,6,6,6,1,2.0,3,1752.9779,2,10.0,3,SELF,2015,2015,0,1,STANDARD_BS
15064,11,5,2,1,1,59,1,,,,,,6,6,6,6,6,6,6,6,6,99,,3,366.1822,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15065,4,6,1,1,2,24,2,3,,,,,6,6,6,6,6,6,6,6,6,3,2.0,3,1832.0986,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15066,3,5,2,4,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,1,1032.8365,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15067,2,7,2,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1494.7909,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15068,2,3,2,1,3,35,1,1,52,8,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,3,3836.1662,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15069,5,4,1,2,5,24,1,1,52,1,1,5.0,1,2,2,2,2,2,2,2,2,6,3.0,5,5846.2402,1,45.0,7,SELF,2015,2015,0,1,STANDARD_BS
15070,10,6,1,1,2,13,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,4,454.392,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
15071,4,3,1,4,3,35,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,4,3.0,5,1072.5439,2,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
15072,6,5,2,1,2,13,1,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,4,3.0,2,304.2022,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
15073,6,5,1,5,1,59,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,3,599.1959,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15074,9,2,1,6,2,35,1,1,52,8,1,5.0,1,2,2,2,2,2,2,2,2,4,3.0,4,1522.5197,2,48.0,4,SELF,2015,2015,0,1,STANDARD_BS
15075,7,3,2,1,3,35,1,3,33,4,,3.0,6,6,6,6,6,6,6,6,6,6,1.0,3,1375.0913,2,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
15076,4,5,2,3,1,13,1,1,52,5,1,2.0,1,2,2,2,2,2,2,2,2,4,1.0,3,130.3734,1,30.0,3,SELF,2015,2015,0,1,STANDARD_BS
15077,3,5,1,1,2,35,2,3,6,8,,1.0,6,6,6,6,6,6,6,6,6,4,1.0,2,733.2247,1,2.0,2,SELF,2015,2015,0,1,STANDARD_BS
15078,12,6,2,1,2,13,2,1,24,8,1,4.0,1,2,2,2,2,2,2,2,2,1,1.0,2,138.4397,2,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15079,10,5,1,2,2,35,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,5,1634.0967,1,42.0,6,SELF,2015,2015,0,1,STANDARD_BS
15080,9,4,1,5,1,35,1,1,52,5,1,3.0,1,2,2,2,2,2,2,2,2,7,1.0,5,960.3052,1,37.0,5,SELF,2015,2015,0,1,STANDARD_BS
15081,8,2,1,6,1,48,1,3,44,8,,4.0,6,6,6,6,6,6,6,6,6,2,1.0,2,2300.8624,2,44.0,2,SELF,2015,2015,0,1,STANDARD_BS
15082,3,3,2,5,3,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,2,1269.8121,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15083,4,6,2,3,1,35,1,1,40,4,1,1.0,2,2,2,1,2,2,2,2,2,5,1.0,3,586.2791,1,4.5,3,SELF,2015,2015,0,1,STANDARD_BS
15084,1,1,1,6,2,48,1,2,52,7,,2.0,2,1,1,2,2,2,2,2,2,1,3.0,1,1766.6988,1,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
15085,9,2,2,2,2,35,1,1,52,10,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,3,2746.5447,3,38.0,3,SELF,2015,2015,0,1,STANDARD_BS
15086,4,1,2,6,5,59,1,2,,,,,2,2,1,2,2,2,2,2,2,2,1.0,1,1144.5255,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15087,10,7,2,1,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,1540.347,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15088,4,5,1,3,1,35,1,3,40,8,,8.0,6,6,6,6,6,6,6,6,6,2,1.0,3,624.7359,3,60.0,3,SELF,2015,2015,0,1,STANDARD_BS
15089,3,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,4,724.1038,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
15090,10,5,1,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,5,798.5197,1,99.6,6,SELF,2015,2015,0,1,STANDARD_BS
15091,1,2,2,6,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,424.8407,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15092,11,2,1,6,1,48,2,1,52,9,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1561.1485,1,43.0,7,SELF,2015,2015,0,1,STANDARD_BS
15093,11,4,1,1,2,59,1,1,52,3,1,8.0,1,2,2,1,2,2,2,2,2,7,3.0,3,2818.161,1,75.0,3,SELF,2015,2015,0,1,STANDARD_BS
15094,6,7,2,4,1,59,1,1,52,6,1,1.0,1,2,2,2,2,2,2,2,2,99,1.0,1,1192.9726,1,2.0,1,SELF,2015,2015,0,1,STANDARD_BS
15095,6,3,2,1,3,12,1,1,16,5,1,2.0,1,2,2,2,2,2,2,2,2,6,3.0,1,395.4234,3,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
15096,2,6,1,1,2,47,2,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,619.6466,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15097,12,6,1,1,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,7,3.0,5,1523.5614,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
15098,5,3,1,1,4,35,1,1,52,3,1,4.0,2,2,2,2,1,2,2,2,2,7,1.0,3,2351.0427,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15099,10,1,1,6,3,59,1,2,14,2,,1.0,2,2,1,2,2,2,2,2,2,1,1.0,1,7682.0555,1,5.0,1,SELF,2015,2015,0,1,STANDARD_BS
15100,5,4,2,1,2,48,1,1,52,2,1,3.0,2,1,2,2,2,2,2,2,2,6,1.0,4,777.2471,1,37.5,4,SELF,2015,2015,0,1,STANDARD_BS
15101,4,7,2,3,3,10,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,420.5404,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15102,8,4,1,6,1,10,1,1,52,4,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,3,183.8842,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15103,10,4,2,1,4,59,1,,,,,,6,6,6,6,6,6,6,6,6,99,,3,1630.9975,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15104,2,4,1,5,1,35,1,1,52,6,1,8.0,1,2,2,2,2,2,2,2,2,2,1.0,5,1265.2636,1,65.0,6,SELF,2015,2015,0,1,STANDARD_BS
15105,11,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,2595.0136,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15106,8,7,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,5,975.5891,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
15107,5,6,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,1,1350.9864,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15108,4,6,1,1,2,48,1,1,26,1,1,,1,2,2,2,2,2,2,2,2,2,1.0,2,1642.4809,1,99.7,2,SELF,2015,2015,0,1,STANDARD_BS
15109,1,5,1,1,2,59,1,1,52,7,1,5.0,1,2,2,2,2,2,2,2,2,2,1.0,4,1806.568,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
15110,10,3,2,2,2,35,1,1,30,6,1,1.0,2,2,1,2,2,2,2,2,2,4,3.0,1,682.579,3,20.0,1,SELF,2015,2015,0,1,STANDARD_BS
15111,5,2,1,2,2,24,1,1,52,9,1,8.0,1,2,2,2,2,2,2,2,2,1,2.0,2,5268.4384,3,60.0,2,SELF,2015,2015,0,1,STANDARD_BS
15112,5,5,2,6,1,35,1,1,52,5,1,4.0,2,2,2,2,2,2,2,1,2,2,1.0,5,522.136,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
15113,8,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,2196.2135,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15114,9,3,2,6,3,35,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,3790.1805,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15115,2,6,2,1,2,35,1,3,1,5,,8.0,6,6,6,6,6,6,6,6,6,5,1.0,2,1286.1515,1,65.0,2,SELF,2015,2015,0,1,STANDARD_BS
15116,12,3,2,1,3,59,1,1,52,3,1,8.0,1,2,2,2,2,2,2,2,2,6,1.0,5,686.8003,1,60.0,6,SELF,2015,2015,0,1,STANDARD_BS
15117,9,7,1,1,2,48,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,2629.6259,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15118,7,2,1,1,2,46,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,1701.8006,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15119,7,7,1,6,1,46,1,,,,,,6,6,6,6,6,6,6,6,6,99,,3,684.1015,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15120,1,3,1,1,4,48,2,1,52,8,1,6.0,6,6,6,6,6,6,6,6,6,2,1.0,5,2470.6353,2,50.0,7,SELF,2015,2015,0,1,STANDARD_BS
15121,3,4,2,1,2,59,1,1,48,7,1,4.0,1,2,2,2,2,2,2,2,2,5,1.0,3,1440.3503,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15122,2,6,1,5,1,48,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,3,1122.6256,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
15123,5,5,2,1,2,24,1,1,52,4,1,8.0,1,2,2,2,2,2,2,2,2,7,3.0,5,1942.5832,3,63.0,7,SELF,2015,2015,0,1,STANDARD_BS
15124,10,1,2,6,3,59,1,1,49,5,1,4.0,2,2,1,2,2,2,2,2,2,2,3.0,1,5030.8567,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
15125,12,2,2,1,5,48,2,3,,,,,6,6,6,6,6,6,6,6,6,98,,1,5161.3102,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15126,1,7,1,1,2,48,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,2052.6181,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15127,3,4,1,1,4,46,2,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,4,670.8988,1,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
15128,12,2,2,1,3,35,1,3,48,2,,3.0,6,6,6,6,6,6,6,6,6,5,1.0,4,2441.31,1,36.0,4,SELF,2015,2015,0,1,STANDARD_BS
15129,10,4,2,1,4,46,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,613.879,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15130,2,2,2,2,2,12,1,1,52,2,1,4.0,2,2,1,2,2,2,2,2,2,5,3.0,3,713.4876,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15131,4,2,1,1,4,35,1,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,4,3578.2984,1,44.0,4,SELF,2015,2015,0,1,STANDARD_BS
15132,4,1,1,6,3,24,1,2,52,7,,1.0,1,2,2,2,2,2,2,2,2,2,2.0,1,5434.1629,1,22.5,1,SELF,2015,2015,0,1,STANDARD_BS
15133,3,3,1,6,3,13,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,1030.2957,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15134,7,7,2,3,1,46,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,828.0922,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15135,2,7,1,5,1,48,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,1193.793,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
15136,12,4,1,1,1,35,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1200.0074,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
15137,5,4,1,1,2,12,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,2,1003.1025,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
15138,5,2,2,6,1,24,1,3,40,2,,4.0,6,6,6,6,6,6,6,6,6,4,3.0,1,1989.8912,2,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
15139,1,5,2,6,1,24,1,1,52,5,1,8.0,1,2,2,2,2,2,2,2,2,7,3.0,4,1104.8825,3,60.0,4,SELF,2015,2015,0,1,STANDARD_BS
15140,4,6,2,1,2,47,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,414.387,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
15141,12,4,2,4,1,46,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,819.3987,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
