occID,WGHT_PER,AGEGRP,SEX,MARSTH,HHSIZE,PR,REGION,CMA,DDAY,ACT7DAYS,WKWE,LFTAG,HRSWRK,EDU10,CTW_Q140_C01,CTW_Q140_C02,CTW_Q140_C03,CTW_Q140_C04,CTW_Q140_C05,CTW_Q140_C06,CTW_Q140_C07,CTW_Q140_C08,CTW_Q140_C09,KOL,TOTINC,HRSWRK_RAW,MODE,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,SURVMNTH,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
4737,2313.0042,1,1,6,3,12,1,1,1,1,48,1,3.0,8,2,1,1,2,2,2,2,2,2,1.0,2.0,37.0,2,7,SELF,2010,2010,,0,0,MEAN_BS
4738,2967.1988,3,2,1,5,35,3,1,1,1,52,1,4.0,98,1,2,2,2,2,2,2,2,2,3.0,,40.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
4739,1417.882,6,1,2,2,35,3,1,1,2,97,3,,7,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
4740,547.6467,6,1,3,1,48,4,2,1,5,4,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4741,3760.4281,2,1,1,2,35,3,1,1,1,52,1,8.0,8,1,2,2,2,2,2,2,2,2,1.0,,60.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
4742,1720.3282,2,2,6,2,35,3,1,2,4,28,,,8,7,7,7,7,7,7,7,7,7,1.0,,99.9,,99,SELF,2010,2010,,0,0,MEAN_BS
4743,210.4158,4,1,5,1,13,1,1,1,1,40,,,4,1,2,2,2,2,2,2,2,2,1.0,2.0,99.9,1,6,SELF,2010,2010,,0,0,MEAN_BS
4744,1481.1798,5,2,1,2,35,3,1,3,6,97,3,,7,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,11,SELF,2010,2010,,0,0,MEAN_BS
4745,612.466,1,2,2,2,13,1,1,1,1,52,1,2.0,8,1,2,2,2,2,2,2,2,2,1.0,2.0,34.5,1,7,SELF,2010,2010,,0,0,MEAN_BS
4746,416.0448,6,2,1,2,47,4,1,1,5,97,3,,7,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4747,73.0603,5,1,5,1,11,1,3,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4748,2488.3889,6,1,1,2,35,3,1,3,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4749,117.534,5,2,5,1,10,1,1,3,1,52,1,4.0,6,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
4750,226.312,5,2,1,2,10,1,1,3,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4751,2824.1896,4,2,5,2,24,2,2,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,2.0,1.0,38.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
4752,5613.619,2,2,6,4,35,3,1,1,2,10,3,,1,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
4753,668.8568,7,1,1,2,47,4,1,1,9,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4754,192.1632,6,2,1,2,10,1,1,2,4,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
4755,710.2912,6,2,1,2,13,1,2,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4756,810.3451,3,2,6,1,35,3,1,1,1,52,,,2,1,2,1,2,2,2,2,2,2,1.0,4.0,99.9,1,10,SELF,2010,2010,,0,0,MEAN_BS
4757,4937.4726,7,2,1,2,35,3,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4758,3214.5179,3,2,2,2,24,2,1,2,1,52,1,3.0,4,1,2,2,2,2,2,2,2,2,2.0,2.0,35.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4759,268.5368,2,2,4,2,12,1,1,1,1,52,1,3.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,38.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4760,1600.5229,3,2,5,2,59,5,1,1,1,1,1,1.0,5,1,2,2,2,2,2,2,2,2,3.0,,20.0,1,99,SELF,2010,2010,,0,0,MEAN_BS
4761,1452.7147,5,1,1,2,48,4,1,1,4,52,3,,8,7,7,7,7,7,7,7,7,7,2.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
4762,326.9955,5,2,5,1,47,4,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,2.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4763,2158.7577,3,1,1,5,35,3,2,1,1,52,1,5.0,4,1,2,2,2,2,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4764,1074.8369,3,1,5,1,46,4,1,1,1,52,1,4.0,6,1,2,2,2,2,2,2,2,2,2.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4765,775.474,3,2,1,3,47,4,1,3,4,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
4766,2765.8457,5,1,1,3,48,4,1,2,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,40.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4767,4226.7312,1,1,6,5,35,3,1,1,1,1,1,1.0,5,2,1,2,2,2,2,2,2,2,1.0,2.0,20.0,2,6,SELF,2010,2010,,0,0,MEAN_BS
4768,579.7249,6,1,2,1,59,5,1,3,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4769,2841.6028,4,2,2,2,24,2,1,1,1,52,1,3.0,4,1,2,2,2,2,2,2,2,2,2.0,2.0,36.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4770,3174.6037,2,2,1,3,35,3,1,1,1,40,1,4.0,2,2,2,1,2,2,2,2,2,2,3.0,,40.0,6,98,SELF,2010,2010,,0,0,MEAN_BS
4771,1346.1104,2,1,6,3,47,4,1,1,1,52,1,4.0,8,1,2,2,2,2,2,2,2,2,1.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4772,2317.3215,7,2,3,1,35,3,1,3,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
4773,2502.5927,4,1,1,4,35,3,2,2,1,52,1,8.0,8,1,2,2,2,2,2,2,2,2,1.0,,60.0,1,99,SELF,2010,2010,,0,0,MEAN_BS
4774,1181.0902,1,2,6,4,47,4,1,2,3,52,1,1.0,9,2,2,2,1,2,2,2,2,2,1.0,1.0,13.0,3,2,SELF,2010,2010,,0,0,MEAN_BS
4775,446.1514,5,2,1,2,46,4,2,1,1,52,1,3.0,8,2,1,2,2,2,2,2,2,2,1.0,3.0,37.5,2,9,SELF,2010,2010,,0,0,MEAN_BS
4776,4291.1898,2,1,2,2,24,2,1,3,1,12,1,4.0,6,1,2,2,2,2,2,2,2,2,2.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4777,1053.8102,4,2,1,4,59,5,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4778,3688.0789,4,2,1,5,35,3,1,2,1,52,1,2.0,2,1,2,2,2,2,2,2,2,2,1.0,2.0,30.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4779,252.778,5,1,1,2,10,1,1,1,1,45,1,6.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,50.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
4780,3137.7133,3,2,1,4,35,3,1,1,4,97,3,,1,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
4781,159.3215,5,2,1,2,11,1,3,1,1,52,1,3.0,2,1,2,2,2,2,2,2,2,2,1.0,2.0,37.5,1,7,SELF,2010,2010,,0,0,MEAN_BS
4782,240.5695,6,1,4,1,12,1,1,3,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
4783,546.8481,6,1,3,1,12,1,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4784,677.2536,5,1,1,2,46,4,2,1,1,52,1,6.0,1,1,2,2,2,2,2,2,2,2,3.0,4.0,50.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4785,1783.2439,5,1,2,5,59,5,1,1,4,52,1,2.0,7,7,7,7,7,7,7,7,7,7,1.0,5.0,30.0,,12,SELF,2010,2010,,0,0,MEAN_BS
4786,369.5101,4,1,6,1,10,1,2,2,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4787,951.0606,2,2,1,3,12,1,1,1,1,52,1,5.0,1,1,2,2,2,2,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4788,1375.1053,5,1,5,1,24,2,2,2,1,52,,,4,2,2,2,2,2,2,2,1,2,2.0,1.0,99.9,4,3,SELF,2010,2010,,0,0,MEAN_BS
4789,3114.2446,6,1,1,2,24,2,1,3,5,97,3,,4,7,7,7,7,7,7,7,7,7,2.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
4790,573.3636,6,2,1,2,13,1,1,1,4,97,3,,4,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
4791,3345.278,7,2,3,1,35,3,1,3,8,97,3,,9,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4792,629.696,6,2,1,2,47,4,2,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
4793,4076.4137,6,2,3,3,24,2,1,2,5,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4794,253.9569,6,1,6,1,59,5,1,2,5,97,3,,7,7,7,7,7,7,7,7,7,7,3.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
4795,932.247,5,2,5,1,59,5,2,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,2.0,38.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4796,963.2351,2,1,1,4,47,4,1,2,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,,40.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
4797,5034.107,2,2,6,4,35,3,1,2,3,25,1,2.0,5,1,1,2,2,2,2,2,2,2,1.0,1.0,30.0,1,4,SELF,2010,2010,,0,0,MEAN_BS
4798,2536.259,2,1,1,2,35,3,2,1,1,52,1,6.0,3,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4799,1282.5883,7,1,3,1,35,3,1,1,6,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
4800,190.1408,3,2,6,1,12,1,1,1,1,52,1,6.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4801,268.9189,7,2,3,1,59,5,1,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4802,4222.1697,2,2,6,4,35,3,1,3,4,52,1,6.0,4,7,7,7,7,7,7,7,7,7,1.0,2.0,50.0,,7,SELF,2010,2010,,0,0,MEAN_BS
4803,766.7514,7,2,5,1,59,5,1,2,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4804,953.4739,6,2,5,1,35,3,1,1,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,11,SELF,2010,2010,,0,0,MEAN_BS
4805,2653.9064,2,1,2,4,59,5,1,2,1,30,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,1.0,40.0,1,4,SELF,2010,2010,,0,0,MEAN_BS
4806,189.3584,6,2,1,2,11,1,3,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4807,446.7849,6,2,1,2,59,5,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
4808,1397.8093,3,1,1,4,46,4,2,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,40.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
4809,1181.3576,3,1,1,3,12,1,2,1,1,52,1,4.0,7,2,2,2,1,2,2,2,2,2,1.0,2.0,40.0,3,6,SELF,2010,2010,,0,0,MEAN_BS
4810,3078.1896,5,2,2,2,24,2,1,2,1,52,1,2.0,8,1,2,2,2,2,2,2,2,2,3.0,2.0,30.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
4811,2618.5872,1,2,1,2,35,3,1,2,1,52,1,5.0,3,2,1,2,2,2,2,2,2,2,1.0,2.0,45.0,2,7,SELF,2010,2010,,0,0,MEAN_BS
4812,268.9189,7,2,3,1,59,5,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4813,1680.9162,6,2,1,2,35,3,1,2,4,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
4814,6869.9486,1,1,6,4,24,2,1,1,1,8,1,4.0,4,2,1,2,2,2,2,2,2,2,2.0,1.0,40.0,2,4,SELF,2010,2010,,0,0,MEAN_BS
4815,3282.4608,2,2,2,2,24,2,1,1,1,52,1,2.0,4,1,2,2,2,2,2,2,2,2,2.0,2.0,33.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
4816,2383.1877,5,1,1,2,35,3,1,1,1,52,1,1.0,1,2,2,2,2,2,2,2,1,2,1.0,,24.0,4,98,SELF,2010,2010,,0,0,MEAN_BS
4817,503.2802,4,2,1,2,48,4,2,1,1,12,1,1.0,5,1,2,2,1,2,2,2,1,2,1.0,3.0,15.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
4818,496.3601,4,2,4,1,12,1,2,1,4,4,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
4819,909.4171,4,1,1,2,46,4,1,3,1,52,1,7.0,8,1,2,2,2,2,2,2,2,2,1.0,,55.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
4820,1783.5182,5,1,1,2,35,3,2,2,1,42,1,1.0,4,2,2,2,2,2,2,2,2,1,1.0,3.0,20.0,6,9,SELF,2010,2010,,0,0,MEAN_BS
4821,1028.9509,4,1,5,1,48,4,1,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,5.0,36.3,1,12,SELF,2010,2010,,0,0,MEAN_BS
4822,652.7695,6,1,2,2,47,4,2,3,5,12,,,1,7,7,7,7,7,7,7,7,7,1.0,1.0,99.9,,5,SELF,2010,2010,,0,0,MEAN_BS
4823,1713.3203,2,1,6,1,24,2,1,1,1,52,1,2.0,2,2,2,2,2,1,2,2,2,2,2.0,3.0,32.5,3,9,SELF,2010,2010,,0,0,MEAN_BS
4824,2030.0473,2,2,1,2,35,3,1,3,1,52,1,3.0,2,2,2,1,2,2,2,2,2,2,1.0,4.0,35.0,6,10,SELF,2010,2010,,0,0,MEAN_BS
4825,2771.0775,1,1,6,5,35,3,1,1,6,1,1,3.0,5,7,7,7,7,7,7,7,7,7,1.0,1.0,37.5,,1,SELF,2010,2010,,0,0,MEAN_BS
4826,1567.9295,4,1,1,4,12,1,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4827,683.7037,3,1,2,3,10,1,2,1,1,52,1,6.0,4,2,2,2,1,2,2,2,2,2,1.0,,50.0,3,98,SELF,2010,2010,,0,0,MEAN_BS
4828,370.5449,5,1,5,1,47,4,2,1,6,12,3,,9,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
4829,2861.0038,7,2,5,1,35,3,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4830,718.9621,7,1,1,2,13,1,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
4831,3221.8338,1,1,6,4,48,4,1,1,3,20,1,1.0,9,2,1,1,2,2,2,2,2,2,1.0,1.0,8.0,2,2,SELF,2010,2010,,0,0,MEAN_BS
4832,1958.9406,2,2,1,2,35,3,1,1,1,52,1,2.0,2,1,2,2,2,2,2,2,2,2,1.0,2.0,30.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4833,5925.6638,3,1,1,4,24,2,2,1,1,52,1,8.0,8,1,2,2,2,2,2,2,2,2,2.0,2.0,75.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
4834,1075.8435,5,1,1,4,46,4,2,1,1,25,1,4.0,9,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
4835,2197.2477,7,2,6,1,24,2,2,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4836,2547.9863,2,2,6,2,35,3,1,1,1,52,1,4.0,3,2,2,2,2,1,2,2,2,2,1.0,2.0,40.0,3,7,SELF,2010,2010,,0,0,MEAN_BS
4837,409.2727,6,1,6,1,13,1,2,3,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
4838,3527.2235,2,2,1,3,35,3,1,1,3,97,2,,7,2,2,1,2,2,2,2,2,2,3.0,,99.7,6,98,SELF,2010,2010,,0,0,MEAN_BS
4839,1938.8733,7,2,1,2,59,5,1,1,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
4840,3161.6886,1,1,6,3,24,2,1,1,3,97,2,,9,2,1,1,2,2,2,2,2,2,2.0,1.0,99.7,2,1,SELF,2010,2010,,0,0,MEAN_BS
4841,2378.884,3,1,1,4,35,3,1,1,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,75.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4842,5975.4245,1,2,6,5,35,3,1,1,6,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
4843,2136.4412,3,2,1,4,35,3,1,3,1,52,1,2.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,32.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4844,269.4156,4,2,1,2,59,5,1,2,5,97,3,,6,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
4845,1147.7377,3,2,6,2,24,2,1,1,1,52,1,8.0,1,1,2,2,2,2,2,2,2,2,3.0,1.0,60.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
4846,1693.4342,6,1,2,2,59,5,1,3,5,52,1,1.0,6,7,7,7,7,7,7,7,7,7,1.0,5.0,20.0,,11,SELF,2010,2010,,0,0,MEAN_BS
4847,891.4844,4,1,6,2,13,1,1,1,1,52,1,2.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,30.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4848,253.641,3,1,6,2,11,1,3,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4849,373.4495,4,1,6,1,10,1,2,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
4850,6085.9652,2,1,1,4,35,3,1,3,1,24,1,4.0,3,2,2,1,2,2,2,2,2,2,3.0,4.0,40.0,6,10,SELF,2010,2010,,0,0,MEAN_BS
4851,71.392,5,2,6,1,11,1,3,1,1,52,1,4.0,2,2,2,2,1,2,2,2,2,2,1.0,4.0,40.0,3,10,SELF,2010,2010,,0,0,MEAN_BS
4852,5688.3896,4,1,1,5,35,3,1,1,2,40,3,,3,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,12,SELF,2010,2010,,0,0,MEAN_BS
4853,455.2878,4,2,5,1,46,4,1,1,1,52,1,1.0,3,1,2,2,2,2,2,2,2,2,3.0,1.0,20.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
4854,758.2146,6,2,1,2,46,4,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
4855,9297.1209,2,2,6,4,59,5,1,1,1,52,1,1.0,8,1,2,2,2,2,2,2,2,2,1.0,1.0,19.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
4856,227.3144,5,2,1,2,11,1,3,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
4857,481.3737,2,1,1,4,10,1,1,3,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,75.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
4858,2436.2066,2,2,1,2,48,4,1,1,4,21,3,,2,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
4859,893.4762,7,1,1,2,47,4,1,1,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
4860,3861.6532,1,2,6,4,48,4,1,2,3,97,2,,9,1,2,2,2,2,2,2,2,2,1.0,1.0,99.7,1,1,SELF,2010,2010,,0,0,MEAN_BS
4861,1076.1069,5,2,1,2,59,5,1,1,1,52,1,4.0,2,2,1,1,2,2,2,2,2,2,1.0,4.0,44.0,2,10,SELF,2010,2010,,0,0,MEAN_BS
4862,465.2985,6,1,1,2,47,4,1,3,5,97,3,,7,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4863,1059.0648,6,1,5,1,24,2,1,1,6,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4864,604.9711,5,2,1,2,47,4,2,1,1,52,1,4.0,5,2,2,2,1,2,2,2,2,2,1.0,2.0,40.0,3,6,SELF,2010,2010,,0,0,MEAN_BS
4865,3290.2807,2,1,6,2,24,2,1,1,1,50,1,3.0,3,1,2,2,2,2,2,2,2,2,2.0,2.0,37.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
4866,464.2389,5,2,1,2,12,1,1,1,1,52,1,2.0,1,2,2,2,1,2,2,2,2,2,1.0,5.0,30.0,3,12,SELF,2010,2010,,0,0,MEAN_BS
4867,1253.2412,4,2,2,3,59,5,1,3,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
4868,3035.0968,6,2,1,2,24,2,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
4869,416.4938,5,1,1,2,12,1,1,1,5,52,1,1.0,1,7,7,7,7,7,7,7,7,7,1.0,5.0,15.0,,11,SELF,2010,2010,,0,0,MEAN_BS
4870,1323.6025,4,2,1,3,47,4,2,1,1,52,1,6.0,8,2,2,2,2,2,2,2,1,2,1.0,2.0,50.0,4,7,SELF,2010,2010,,0,0,MEAN_BS
4871,7422.8266,3,1,1,5,35,3,1,1,3,14,2,,3,2,2,1,2,2,2,2,2,2,3.0,1.0,99.7,6,4,SELF,2010,2010,,0,0,MEAN_BS
4872,1465.3639,5,2,1,2,35,3,2,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,3.0,37.5,1,8,SELF,2010,2010,,0,0,MEAN_BS
4873,982.8983,3,2,1,1,35,3,1,1,1,52,1,4.0,9,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
4874,500.7004,5,2,1,2,10,1,2,3,1,52,1,3.0,9,1,1,2,2,2,2,2,2,2,1.0,1.0,35.0,1,4,SELF,2010,2010,,0,0,MEAN_BS
4875,1374.8982,5,2,2,2,48,4,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4876,1744.1644,2,2,2,2,48,4,2,1,1,52,1,5.0,3,1,2,2,1,1,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
4877,1591.9736,6,1,5,2,35,3,1,1,6,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4878,234.7972,6,1,5,1,46,4,1,2,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
4879,435.7537,6,2,1,2,46,4,2,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
4880,247.5907,6,2,3,1,47,4,1,1,4,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
4881,298.6962,5,2,6,1,59,5,1,3,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
4882,565.8753,1,1,6,4,11,1,3,1,3,97,2,,9,2,2,1,2,2,2,2,2,2,1.0,1.0,99.7,6,1,SELF,2010,2010,,0,0,MEAN_BS
4883,2773.0841,4,2,2,2,24,2,1,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,2.0,,40.0,1,99,SELF,2010,2010,,0,0,MEAN_BS
4884,1607.3405,4,2,1,2,35,3,1,1,1,52,1,4.0,2,2,2,2,2,2,2,2,1,2,1.0,2.0,40.0,4,6,SELF,2010,2010,,0,0,MEAN_BS
4885,195.2901,2,2,5,4,11,1,3,2,4,52,1,4.0,9,7,7,7,7,7,7,7,7,7,1.0,1.0,40.0,,5,SELF,2010,2010,,0,0,MEAN_BS
4886,530.7513,6,2,3,1,35,3,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
